dataset_id,dataset_name,ZT_mean,Random_mean,best_method,t_statistic,p_value,significant,uplift_pct,n_samples
917,fri_c1_1000_25,0.9483939913297712,0.9043492287528985,ZT,6.868199276365368,1.0615772552311047e-08,True,4.870326769406399,50
1049,pc4,0.9195496961805556,0.9035177951388887,ZT,5.803706426596046,4.689180693216114e-07,True,1.7743868607703988,50
1111,KDDCup09_appetency,0.8160671812189557,0.8127631160499589,ZT,2.6719139043515754,0.01021085662635083,True,0.4065225283665241,50
1464,blood-transfusion-service-center,0.7324512670565302,0.7311695906432749,ZT,0.4360707086279038,0.6647006945106115,False,0.17529126343009807,50
1494,qsar-biodeg,0.8911941649899395,0.877062374245473,ZT,6.096612913038923,1.6609263859949068e-07,True,1.6112640513879073,50
1510,wdbc,0.985651455026455,0.9840376984126982,ZT,2.6630218216942327,0.010448862906136301,True,0.16399337305470255,50
1558,bank-marketing,0.8602197973686738,0.8427051522135791,ZT,8.773822699120853,1.2845129486507523e-11,True,2.07838353771637,50
4534,PhishingWebsites,0.9681292047281951,0.9648036854059251,ZT,2.6296282140972855,0.011388801728939609,True,0.34468352189915513,50
23381,dresses-sales,0.598735632183908,0.5975738916256157,ZT,0.36331099493808333,0.717935318487618,False,0.19440952400580483,50
40536,SpeedDating,0.8308850414078676,0.8298435041407868,ZT,0.6646379710933655,0.5093980534631678,False,0.1255100825497432,50
